component_name,component_link,AMP_Molex_4pin_Connectors,ATX_4pin_Connectors,Color,EPS_8pin_Connectors,Efficiency_Rating,Fanless,Length,Manufacturer,Modular,PCIe_12pin_Connectors,PCIe_16pin_12VHPWR_Connectors,PCIe_62pin_Connectors,PCIe_6pin_Connectors,PCIe_8pin_Connectors,Part__,SATA_Connectors,Type,Wattage
Msi Mpg A850Gs Pcie5 850 W 80+ Gold Certified Fully Modular Atx,https://pcpartpicker.com/product/rGqNnQ/msi-mpg-a850gs-pcie5-850-w-80-gold-certified-fully-modular-atx-power-supply-mpg-a850gs-pcie5,4,0,Black,2,80+ Gold,FALSE,150,Msi,Full,0,1,3,0,0,MPG A850GS PCIE5,8,ATX,850
Fsp Group Hydro G Pro Atx3.0(Pcie5.0) 1000 W 80+ Gold Certified Fully Modular Atx,https://pcpartpicker.com/product/nmCZxr/fsp-group-hydro-g-pro-atx30pcie50-1000-w-80-gold-certified-fully-modular-atx-power-supply-hg2-1000gen5,5,0,Black,2,80+ Gold,FALSE,150,Fsp Group,Full,0,1,6,0,0,"HG2-1000,Gen5",14,ATX,1000
Asus Rog Loki 1200 W 80+ Titanium Certified Fully Modular Sfx,https://pcpartpicker.com/product/JbHqqs/asus-rog-loki-1200-w-80-titanium-certified-fully-modular-sfx-power-supply-rog-loki-1200t-sfx-l-gaming,4,0,Black,2,80+ Titanium,FALSE,125,Asus,Full,0,1,0,0,2,ROG-LOKI-1200T-SFX-L-GAMING,6,SFX,1200
Thermaltake Toughpower Gf A3 - Tt Premium Edition 1050 W 80+ Gold Certified Fully Modular Atx,https://pcpartpicker.com/product/4v3NnQ/thermaltake-toughpower-gf-a3-1050-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpd-1050fnfagu-l,4,0,Black,2,80+ Gold,FALSE,140,Thermaltake,Full,0,1,5,0,0,PS-TPD-1050FNFAGU-L,12,ATX,1050
Chieftec Gps-600A8 600 W 80+ Certified Atx,https://pcpartpicker.com/product/qctQzy/chieftec-600w-80-certified-atx-power-supply-gps-600a8,2,0,Black,1,80+,FALSE,140,Chieftec,No,0,0,2,0,0,GPS-600A8,4,ATX,600
Fsp Group Hexa 85+ Pro 350 W 80+ Bronze Certified Atx,https://pcpartpicker.com/product/hBtLrH/fsp-group-hexa-85-pro-350-w-80-bronze-certified-atx-power-supply-ha2-350,2,0,Black,1,80+ Bronze,FALSE,140,Fsp Group,No,0,0,1,0,0,HA2-350,5,ATX,350
Lian Li Edge Gold 1200 W 80+ Gold Certified Fully Modular Atx,https://pcpartpicker.com/product/g8YfrH/lian-li-edge-gold-1200-w-80-gold-certified-fully-modular-atx-power-supply-eg1200g-white,6,0,White,2,80+ Gold,FALSE,182,Lian Li,Full,0,1,7,0,0,EG1200G White,10,ATX,1200
Thermaltake Toughpower Gf1 (2024) 750 W 80+ Gold Certified Fully Modular Atx,https://pcpartpicker.com/product/x4hv6h/thermaltake-toughpower-gf1-2024-750-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpd-0750fnfagu-p,4,0,Black,2,80+ Gold,FALSE,140,Thermaltake,Full,0,0,4,0,0,PS-TPD-0750FNFAGU-P,8,ATX,750
Antec Neoeco Gold 850 W 80+ Gold Certified Fully Modular Atx,https://pcpartpicker.com/product/3z4Ycf/antec-neoeco-gold-850-w-80-gold-certified-fully-modular-atx-power-supply-ne850g-m,5,0,Black,2,80+ Gold,FALSE,140,Antec,Full,0,0,6,0,0,NE850G M,10,ATX,850
Thermaltake Toughpower Gf A3 Atx 3.0 850 W 80+ Gold Certified Fully Modular Atx,https://pcpartpicker.com/product/Vsrqqs/thermaltake-toughpower-gf-a3-atx-30-850-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpd-0850fnfaga-h,4,0,Black,2,80+ Gold,FALSE,140,Thermaltake,Full,0,1,4,0,0,PS-TPD-0850FNFAGA-H,8,ATX,850
Seasonic G12 Gc 750 W 80+ Gold Certified Atx,https://pcpartpicker.com/product/FJqrxr/seasonic-g12-gc-750-w-80-gold-certified-atx-power-supply-g12-gc-750,3,0,Black / Blue,2,80+ Gold,FALSE,140,Seasonic,No,0,0,3,0,0,G12-GC-750,6,ATX,750
Aresgame Agv 650 W 80+ Bronze Certified Atx,https://pcpartpicker.com/product/fHYQzy/aresgame-agv-650-w-80-bronze-certified-atx-power-supply-agv650,3,0,Black,2,80+ Bronze,FALSE,140,Aresgame,No,0,0,2,0,0,AGV650,6,ATX,650
Apevia Galaxy 850 W 80+ Gold Certified Semi-Modular Atx,https://pcpartpicker.com/product/sjbRsY/apevia-galaxy-850-w-80-gold-certified-semi-modular-atx-power-supply-atx-gx850w,4,0,Black,2,80+ Gold,FALSE,160,Apevia,Semi,0,0,4,0,0,ATX-GX850W,4,ATX,850
Seasonic Focus Gx V4 Atx 3 (2024) 750 W 80+ Gold Certified Fully Modular Atx,https://pcpartpicker.com/product/zQ88TW/seasonic-focus-gx-atx-30-v4-2024-750-w-80-gold-certified-fully-modular-atx-power-supply-focus-gx-750-v4,3,0,Black,2,80+ Gold,FALSE,140,Seasonic,Full,0,1,2,0,0,FOCUS-GX-750-V4,8,ATX,750
Super Flower Leadex Iii Gold Up 1000 W 80+ Gold Certified Fully Modular Atx,https://pcpartpicker.com/product/9KCZxr/super-flower-leadex-iii-gold-up-1000-w-80-gold-certified-fully-modular-atx-power-supply-sf-1000f14ge,4,0,Black,2,80+ Gold,FALSE,150,Super Flower,Full,0,1,4,0,0,SF-1000F14GE,8,ATX,1000
Lian Li Edge Gold 850 W 80+ Gold Certified Fully Modular Atx,https://pcpartpicker.com/product/h4qNnQ/lian-li-edge-gold-850-w-80-gold-certified-fully-modular-atx-power-supply-eg0850g-white,6,0,White,2,80+ Gold,FALSE,182,Lian Li,Full,0,1,5,0,0,EG0850G White,10,ATX,850
Thermaltake Toughpower Gf3 Tt Premium 1350 W 80+ Gold Certified Fully Modular Atx,https://pcpartpicker.com/product/pXjBD3/thermaltake-toughpower-gf3-tt-premium-1350-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpd-1350fnfagu-4,4,0,Black,2,80+ Gold,FALSE,160,Thermaltake,Full,0,1,6,0,0,PS-TPD-1350FNFAGU-4,12,ATX,1350
Be Quiet! Straight Power 12 850 W 80+ Platinum Certified Fully Modular Atx,https://pcpartpicker.com/product/nGjRsY/be-quiet-straight-power-12-850-w-80-platinum-certified-fully-modular-atx-power-supply-bn337,2,0,Black,2,80+ Platinum,FALSE,160,Be Quiet!,Full,0,1,4,0,0,BN337,9,ATX,850
Fractal Design Ion Gold 750 W 80+ Gold Certified Fully Modular Atx,https://pcpartpicker.com/product/mL92FT/fractal-design-ion-gold-750-w-80-gold-certified-fully-modular-atx-power-supply-fd-p-ia2g-750,3,0,Black,2,80+ Gold,FALSE,150,Fractal Design,Full,0,0,4,0,0,FD-P-IA2G-750,8,ATX,750
Super Flower Leadex Iii Gold Up 850 W 80+ Gold Certified Fully Modular Atx,https://pcpartpicker.com/product/R4RwrH/super-flower-leadex-iii-gold-up-850-w-80-gold-certified-fully-modular-atx-power-supply-sf-850f14ge,4,0,Black,2,80+ Gold,FALSE,150,Super Flower,Full,0,1,2,0,0,SF-850F14GE,8,ATX,850
Be Quiet! Power Zone 2 850 W 80+ Platinum Certified Fully Modular Atx,https://pcpartpicker.com/product/JjpD4D/be-quiet-power-zone-2-850-w-80-platinum-certified-fully-modular-atx-power-supply-bp007us,1,0,Black,2,80+ Platinum,FALSE,160,Be Quiet!,Full,0,1,3,0,0,BP007US,7,ATX,850
Be Quiet! Pure Power 12 M 650 W 80+ Gold Certified Fully Modular Atx,https://pcpartpicker.com/product/ZnTZxr/be-quiet-pure-power-12-m-650-w-80-gold-certified-fully-modular-atx-power-supply-bn503,2,1,Black,1,80+ Gold,FALSE,160,Be Quiet!,Full,0,1,2,0,0,BN503,5,ATX,650
Silverstone Sfx 450 W 80+ Bronze Certified Sfx,https://pcpartpicker.com/product/jNBTwP/silverstone-sfx-450w-80-bronze-certified-sfx-power-supply-st45sf-v3,2,0,Black,1,80+ Bronze,FALSE,100,Silverstone,No,0,0,1,1,0,ST45SF-V3,3,SFX,450
Adata Xpg Cybercore Ii 1300 W 80+ Platinum Certified Fully Modular Atx,https://pcpartpicker.com/product/FChv6h/adata-xpg-cybercore-ii-1300-w-80-platinum-certified-fully-modular-atx-power-supply-cybercoreii1300p-bkcus,8,0,Black,2,80+ Platinum,FALSE,160,Adata,Full,0,1,10,0,0,CYBERCOREII1300P-BKCUS,12,ATX,1300
Aerocool Xpredator Gm 1000 W 80+ Gold Certified Semi-Modular Atx,https://pcpartpicker.com/product/rrRzK8/aerocool-xpredator-gm-1000-w-80-gold-certified-semi-modular-atx-power-supply-xpredator-1000gm,6,0,Black,1,80+ Gold,FALSE,165,Aerocool,Semi,0,0,8,0,0,Xpredator 1000GM,10,ATX,1000
Cooler Master Mwe Gold V2 Atx3.0 750 W 80+ Gold Certified Fully Modular Atx,https://pcpartpicker.com/product/vYKscf/cooler-master-mwe-gold-v2-atx30-750-w-80-gold-certified-fully-modular-atx-power-supply-mpe-7501-afaag-3,4,0,Black,2,80+ Gold,FALSE,160,Cooler Master,Full,0,1,4,0,0,MPE-7501-AFAAG-3,12,ATX,750
Enermax Cyberbron 500 W 80+ Bronze Certified Atx,https://pcpartpicker.com/product/MDtKHx/enermax-cyberbron-500-w-80-bronze-certified-atx-power-supply-ecb500awt,4,0,Black / Silver,1,80+ Bronze,FALSE,140,Enermax,No,0,0,2,0,0,ECB500AWT,6,ATX,500
Thermalright Tg 650 W 80+ Gold Certified Fully Modular Atx,https://pcpartpicker.com/product/7kqrxr/thermalright-tg-650-w-80-gold-certified-fully-modular-atx-power-supply-tg-650-w,3,0,White,1,80+ Gold,FALSE,140,Thermalright,Full,0,1,4,0,0,TG-650-W,8,ATX,650
Msi Mag A750Be 750 W 80+ Bronze Certified Semi-Modular Atx,https://pcpartpicker.com/product/dCjRsY/msi-mag-a750be-750-w-80-bronze-certified-semi-modular-atx-power-supply-mag-a750be,4,0,Black,2,80+ Bronze,FALSE,140,Msi,Semi,0,0,2,0,0,MAG A750BE,8,ATX,750
Rosewill Smg750 750 W 80+ Gold Certified Fully Modular Atx,https://pcpartpicker.com/product/vKD7YJ/rosewill-smg750-750-w-80-gold-certified-fully-modular-atx-power-supply-smg750,4,0,Black,2,80+ Gold,FALSE,160,Rosewill,Full,0,0,4,0,0,SMG750,8,ATX,750
Powerspec Ps 650Gsm 650 W 80+ Gold Certified Semi-Modular Atx,https://pcpartpicker.com/product/wkF48d/powerspec-650-w-80-gold-certified-semi-modular-atx-power-supply-ps-650gsm,6,0,Black,1,80+ Gold,FALSE,160,Powerspec,Semi,0,0,4,0,0,PS 650GSM,8,ATX,650
